Date,dji,hsi,n225,aord,sp500,sp500_Price,label
2017-11-08T00:00:00.000+0000,0.000112976,-0.001301194,-0.000450464,0.00012128,0.000626519,2594.379883,1
2017-11-09T00:00:00.000+0000,-0.001873297,0.003426399,-0.000855818,0.00236858,-0.001636848,2584.620117,0
2017-11-10T00:00:00.000+0000,-0.000736022,-0.000233339,-0.003571446,-0.001285838,-0.000390017,2582.300049,0
2017-11-13T00:00:00.000+0000,0.000324147,0.000912637,-0.005790941,-0.0005054,0.000426977,2584.840088,1
2017-11-14T00:00:00.000+0000,-0.00056044,-0.000447597,-1.90E-05,-0.003468396,-0.001004211,2578.870117,0
2017-11-15T00:00:00.000+0000,-0.002571336,-0.004498881,-0.006878889,-0.00262143,-0.002406425,2564.620117,0
2017-11-16T00:00:00.000+0000,0.003477377,0.002507598,0.006317891,0.000808286,0.003544995,2585.639893,1
2017-11-17T00:00:00.000+0000,-0.001857515,0.002689712,0.000886713,0.001065758,-0.001141941,2578.850098,0
2017-11-20T00:00:00.000+0000,0.001338286,0.000910372,-0.002626495,-0.000741429,0.000553669,2582.139893,1
2017-11-21T00:00:00.000+0000,0.002964816,0.008200603,0.003007935,0.001165597,0.00283153,2599.030029,1
2017-11-22T00:00:00.000+0000,-0.001191813,0.002692244,0.00206171,0.001678109,-0.000325957,2597.080078,0
2017-11-24T00:00:00.000+0000,0.000586828,-0.00199006,0.000533772,-0.000322211,0.000892034,2602.419922,1
2017-11-27T00:00:00.000+0000,0.000419916,-0.002627264,-0.001057794,0.000522564,-0.000166913,2601.419922,0
2017-11-28T00:00:00.000+0000,0.004688176,-7.81E-05,-0.000188269,-0.000264769,0.00425623,2627.040039,1
2017-11-29T00:00:00.000+0000,0.001890146,-0.00083512,0.002137768,0.002099556,-0.000160382,2626.070068,0
2017-11-30T00:00:00.000+0000,0.005975343,-0.006595369,0.002448531,-0.002780162,0.003542795,2647.580078,1
2017-12-01T00:00:00.000+0000,-0.00072991,-0.001537465,0.001794021,0.001310098,-0.000880134,2642.219971,0
2017-12-04T00:00:00.000+0000,0.001046513,0.000955527,-0.002134343,-0.000350401,-0.000457186,2639.439941,0
2017-12-05T00:00:00.000+0000,-0.00196062,-0.004426472,-0.001624513,-0.000952555,-0.001627037,2629.570068,0
2017-12-06T00:00:00.000+0000,-0.000714163,-0.009406545,-0.008634748,-0.001968967,-4.96E-05,2629.27002,0
2017-12-07T00:00:00.000+0000,0.001267706,0.001204493,0.006240917,0.002219836,0.001271643,2636.97998,1
2017-12-08T00:00:00.000+0000,0.002105771,0.005135355,0.006001371,0.001187875,0.002384799,2651.5,1
2017-12-11T00:00:00.000+0000,0.001013974,0.004907134,0.002423529,0.000321454,0.001388371,2659.98999,1
2017-12-12T00:00:00.000+0000,0.002110085,-0.002577664,-0.001375952,0.000799045,0.000672168,2664.110107,1
2017-12-13T00:00:00.000+0000,0.001426627,0.006411213,-0.002057992,0.00071218,-0.000205451,2662.850098,0
2017-12-14T00:00:00.000+0000,-0.001358233,-0.000828874,-0.001215788,-0.000477046,-0.00177156,2652.01001,0
2017-12-15T00:00:00.000+0000,0.002528013,-0.004765187,-0.002711077,-0.000663004,0.003880123,2675.810059,1
2017-12-18T00:00:00.000+0000,0.00246747,0.003034913,0.00666047,0.003050031,0.002322815,2690.159912,1
2017-12-19T00:00:00.000+0000,-0.000656508,0.003027943,-0.000640856,0.0023458,-0.001405159,2681.469971,0
2017-12-20T00:00:00.000+0000,-0.000493256,-0.000290634,0.000450255,0.000331042,-0.000359698,2679.25,0
2017-12-21T00:00:00.000+0000,0.00097613,0.001970901,-0.000486348,-0.000817556,0.000861504,2684.570068,1
